FIGHTER_WIN;FIGHTER_LOSE;METHOD;METHOD_DESC;ROUND;TIME;EVENT_NAME;LOCATION
Sage Northcutt;Michel Quinones;U-DEC;;3;5:00;UFC Fight Night: Poirier vs. Pettis;Norfolk, Virginia, USA
Nina Ansaroff;Angela Hill;U-DEC;;3;5:00;UFC Fight Night: Poirier vs. Pettis;Norfolk, Virginia, USA
Sean Strickland;Court McGee;U-DEC;;3;5:00;UFC Fight Night: Poirier vs. Pettis;Norfolk, Virginia, USA
Jake Collier;Marcel Fortuna;U-DEC;;3;5:00;UFC Fight Night: Poirier vs. Pettis;Norfolk, Virginia, USA
Karl Roberson;Darren Stewart;SUB;Rear Naked Choke;1;3:41;UFC Fight Night: Poirier vs. Pettis;Norfolk, Virginia, USA
Georges St-Pierre;Michael Bisping;SUB;Rear Naked Choke;3;4:23;UFC 217: Bisping vs. St-Pierre;New York City, New York, USA
TJ Dillashaw;Cody Garbrandt;KO/TKO;Punch;2;2:41;UFC 217: Bisping vs. St-Pierre;New York City, New York, USA
Rose Namajunas;Joanna Jedrzejczyk;KO/TKO;Punch;1;3:03;UFC 217: Bisping vs. St-Pierre;New York City, New York, USA
Stephen Thompson;Jorge Masvidal;U-DEC;;3;5:00;UFC 217: Bisping vs. St-Pierre;New York City, New York, USA
Paulo Costa;Johny Hendricks;KO/TKO;Punches;2;1:23;UFC 217: Bisping vs. St-Pierre;New York City, New York, USA
James Vick;Joe Duffy;KO/TKO;Punch;2;4:59;UFC 217: Bisping vs. St-Pierre;New York City, New York, USA
Mark Godbeer;Walt Harris;DQ;;1;4:29;UFC 217: Bisping vs. St-Pierre;New York City, New York, USA
Ovince Saint Preux;Corey Anderson;KO/TKO;Kick;3;1:25;UFC 217: Bisping vs. St-Pierre;New York City, New York, USA
Randy Brown;Mickey Gall;U-DEC;;3;5:00;UFC 217: Bisping vs. St-Pierre;New York City, New York, USA
Curtis Blaydes;Aleksei Oleinik;KO/TKO;;2;1:39;UFC 217: Bisping vs. St-Pierre;New York City, New York, USA
Ricardo Ramos;Aiemann Zahabi;KO/TKO;Elbow;3;1:58;UFC 217: Bisping vs. St-Pierre;New York City, New York, USA
Derek Brunson;Lyoto Machida;KO/TKO;Punch;1;2:30;UFC Fight Night: Brunson vs. Machida;Sao Paulo, Sao Paulo, Brazil
Colby Covington;Demian Maia;U-DEC;;3;5:00;UFC Fight Night: Brunson vs. Machida;Sao Paulo, Sao Paulo, Brazil
Pedro Munhoz;Rob Font;SUB;Guillotine Choke;1;4:03;UFC Fight Night: Brunson vs. Machida;Sao Paulo, Sao Paulo, Brazil
Francisco Trinaldo;Jim Miller;U-DEC;;3;5:00;UFC Fight Night: Brunson vs. Machida;Sao Paulo, Sao Paulo, Brazil
Thiago Santos;Jack Hermansson;KO/TKO;Punch;1;4:59;UFC Fight Night: Brunson vs. Machida;Sao Paulo, Sao Paulo, Brazil
John Lineker;Marlon Vera;U-DEC;;3;5:00;UFC Fight Night: Brunson vs. Machida;Sao Paulo, Sao Paulo, Brazil
Vicente Luque;Niko Price;SUB;D'Arce Choke;2;4:08;UFC Fight Night: Brunson vs. Machida;Sao Paulo, Sao Paulo, Brazil
Antonio Carlos Junior;Jack Marshman;SUB;Rear Naked Choke;1;4:30;UFC Fight Night: Brunson vs. Machida;Sao Paulo, Sao Paulo, Brazil
Jared Gordon;Hacran Dias;U-DEC;;3;5:00;UFC Fight Night: Brunson vs. Machida;Sao Paulo, Sao Paulo, Brazil
Elizeu Zaleski dos Santos;Max Griffin;U-DEC;;3;5:00;UFC Fight Night: Brunson vs. Machida;Sao Paulo, Sao Paulo, Brazil
Deiveson Figueiredo;Jarred Brooks;S-DEC;;3;5:00;UFC Fight Night: Brunson vs. Machida;Sao Paulo, Sao Paulo, Brazil
Marcelo Golm;Christian Colombo;SUB;Rear Naked Choke;1;2:08;UFC Fight Night: Brunson vs. Machida;Sao Paulo, Sao Paulo, Brazil
Darren Till;Donald Cerrone;KO/TKO;Punch;1;4:20;UFC Fight Night: Cerrone vs. Till;Gdansk, Poland
Karolina Kowalkiewicz;Jodie Esquibel;U-DEC;;3;5:00;UFC Fight Night: Cerrone vs. Till;Gdansk, Poland
Jan Blachowicz;Devin Clark;SUB;Rear Naked Choke;2;3:02;UFC Fight Night: Cerrone vs. Till;Gdansk, Poland
Oskar Piechota;Jonathan Wilson;U-DEC;;3;5:00;UFC Fight Night: Cerrone vs. Till;Gdansk, Poland
Marcin Held;Nasrat Haqparast;U-DEC;;3;5:00;UFC Fight Night: Cerrone vs. Till;Gdansk, Poland
Brian Kelleher;Damian Stasiak;KO/TKO;Punch;3;3:39;UFC Fight Night: Cerrone vs. Till;Gdansk, Poland
Ramazan Emeev;Sam Alvey;U-DEC;;3;5:00;UFC Fight Night: Cerrone vs. Till;Gdansk, Poland
Andre Fili;Artem Lobov;U-DEC;;3;5:00;UFC Fight Night: Cerrone vs. Till;Gdansk, Poland
Warlley Alves;Salim Touahri;U-DEC;;3;5:00;UFC Fight Night: Cerrone vs. Till;Gdansk, Poland
Aspen Ladd;Lina Lansberg;KO/TKO;Punches;2;2:33;UFC Fight Night: Cerrone vs. Till;Gdansk, Poland
Josh Emmett;Felipe Arantes;U-DEC;;3;5:00;UFC Fight Night: Cerrone vs. Till;Gdansk, Poland
Tony Ferguson;Kevin Lee;SUB;Triangle Choke;3;4:02;UFC 216: Ferguson vs. Lee;Las Vegas, Nevada, USA
Demetrious Johnson;Ray Borg;SUB;Armbar;5;3:15;UFC 216: Ferguson vs. Lee;Las Vegas, Nevada, USA
Fabricio Werdum;Walt Harris;SUB;Armbar;1;1:05;UFC 216: Ferguson vs. Lee;Las Vegas, Nevada, USA
Mara Romero Borella;Kalindra Faria;SUB;Rear Naked Choke;1;2:54;UFC 216: Ferguson vs. Lee;Las Vegas, Nevada, USA
Beneil Dariush;Evan Dunham;M-DEC;;3;5:00;UFC 216: Ferguson vs. Lee;Las Vegas, Nevada, USA
Cody Stamann;Tom Duquesnoy;S-DEC;;3;5:00;UFC 216: Ferguson vs. Lee;Las Vegas, Nevada, USA
Lando Vannata;Bobby Green;S-DEC;;3;5:00;UFC 216: Ferguson vs. Lee;Las Vegas, Nevada, USA
Poliana Botelho;Pearl Gonzalez;U-DEC;;3;5:00;UFC 216: Ferguson vs. Lee;Las Vegas, Nevada, USA
Matt Schnell;Marco Beltran;U-DEC;;3;5:00;UFC 216: Ferguson vs. Lee;Las Vegas, Nevada, USA
John Moraga;Bibulatov Magomed;KO/TKO;Punch;1;1:38;UFC 216: Ferguson vs. Lee;Las Vegas, Nevada, USA
Brad Tavares;Thales Leites;U-DEC;;3;5:00;UFC 216: Ferguson vs. Lee;Las Vegas, Nevada, USA
Ovince Saint Preux;Yushin Okami;SUB;Other - Choke;1;1:50;UFC Fight Night: Saint Preux vs. Okami;Saitama, Saitama, Japan
Jessica Andrade;Claudia Gadelha;U-DEC;;3;5:00;UFC Fight Night: Saint Preux vs. Okami;Saitama, Saitama, Japan
Dong Hyun Ma;Takanori Gomi;KO/TKO;Punch;1;1:30;UFC Fight Night: Saint Preux vs. Okami;Saitama, Saitama, Japan
Gokhan Saki;Henrique da Silva;KO/TKO;Punch;1;4:45;UFC Fight Night: Saint Preux vs. Okami;Saitama, Saitama, Japan
Teruto Ishihara;Rolando Dy;U-DEC;;3;5:00;UFC Fight Night: Saint Preux vs. Okami;Saitama, Saitama, Japan
Jussier Formiga;Yuta Sasaki;SUB;Rear Naked Choke;1;4:30;UFC Fight Night: Saint Preux vs. Okami;Saitama, Saitama, Japan
Keita Nakamura;Alex Morono;S-DEC;;3;5:00;UFC Fight Night: Saint Preux vs. Okami;Saitama, Saitama, Japan
Syuri Kondo;Chan-Mi Jeon;S-DEC;;3;5:00;UFC Fight Night: Saint Preux vs. Okami;Saitama, Saitama, Japan
Shinsho Anzai;Luke Jumeau;U-DEC;;3;5:00;UFC Fight Night: Saint Preux vs. Okami;Saitama, Saitama, Japan
Daichi Abe;Hyun Gyu Lim;U-DEC;;3;5:00;UFC Fight Night: Saint Preux vs. Okami;Saitama, Saitama, Japan
Luke Rockhold;David Branch;KO/TKO;Punches;2;4:05;UFC Fight Night: Rockhold vs. Branch;Pittsburgh, Pennsylvania, USA
Mike Perry;Alex Reyes;KO/TKO;Knee;1;1:19;UFC Fight Night: Rockhold vs. Branch;Pittsburgh, Pennsylvania, USA
Anthony Smith;Hector Lombard;KO/TKO;Punches;3;2:33;UFC Fight Night: Rockhold vs. Branch;Pittsburgh, Pennsylvania, USA
Gregor Gillespie;Jason Gonzalez;SUB;Arm Triangle;2;2:11;UFC Fight Night: Rockhold vs. Branch;Pittsburgh, Pennsylvania, USA
Kamaru Usman;Sergio Moraes;KO/TKO;Punch;1;2:48;UFC Fight Night: Rockhold vs. Branch;Pittsburgh, Pennsylvania, USA
Justin Ledet;Azunna Anyanwu;S-DEC;;3;5:00;UFC Fight Night: Rockhold vs. Branch;Pittsburgh, Pennsylvania, USA
Olivier Aubin-Mercier;Anthony Rocco Martin;S-DEC;;3;5:00;UFC Fight Night: Rockhold vs. Branch;Pittsburgh, Pennsylvania, USA
Daniel Spitz;Anthony Hamilton;KO/TKO;Punches;1;0:24;UFC Fight Night: Rockhold vs. Branch;Pittsburgh, Pennsylvania, USA
Uriah Hall;Krzysztof Jotko;KO/TKO;Punches;2;2:25;UFC Fight Night: Rockhold vs. Branch;Pittsburgh, Pennsylvania, USA
Gilbert Burns;Jason Saggo;KO/TKO;Punch;2;4:55;UFC Fight Night: Rockhold vs. Branch;Pittsburgh, Pennsylvania, USA
Amanda Nunes;Valentina Shevchenko;S-DEC;;5;5:00;UFC 215: Nunes vs Shevchenko 2;Edmonton, Alberta, Canada
Rafael Dos Anjos;Neil Magny;SUB;Arm Triangle;1;3:43;UFC 215: Nunes vs Shevchenko 2;Edmonton, Alberta, Canada
Henry Cejudo;Wilson Reis;KO/TKO;Punch;2;0:25;UFC 215: Nunes vs Shevchenko 2;Edmonton, Alberta, Canada
Ilir Latifi;Tyson Pedro;U-DEC;;3;5:00;UFC 215: Nunes vs Shevchenko 2;Edmonton, Alberta, Canada
Jeremy Stephens;Gilbert Melendez;U-DEC;;3;5:00;UFC 215: Nunes vs Shevchenko 2;Edmonton, Alberta, Canada
Ketlen Vieira;Sara McMann;SUB;Arm Triangle;2;4:16;UFC 215: Nunes vs Shevchenko 2;Edmonton, Alberta, Canada
Sarah Moras;Ashlee Evans-Smith;SUB;Armbar;1;2:51;UFC 215: Nunes vs Shevchenko 2;Edmonton, Alberta, Canada
Rick Glenn;Gavin Tucker;U-DEC;;3;5:00;UFC 215: Nunes vs Shevchenko 2;Edmonton, Alberta, Canada
Alex White;Mitch Clarke;KO/TKO;Punch;2;4:36;UFC 215: Nunes vs Shevchenko 2;Edmonton, Alberta, Canada
Arjan Bhullar;Luis Henrique;U-DEC;;3;5:00;UFC 215: Nunes vs Shevchenko 2;Edmonton, Alberta, Canada
Kajan Johnson;Adriano Martins;KO/TKO;Punch;3;0:49;UFC 215: Nunes vs Shevchenko 2;Edmonton, Alberta, Canada
Alexander Volkov;Stefan Struve;KO/TKO;Punch;3;3:30;UFC Fight Night: Volkov vs. Struve;Rotterdam, Zuid-Holland, Netherlands
Siyar Bahadurzada;Rob Wilkinson;KO/TKO;Punch;2;3:10;UFC Fight Night: Volkov vs. Struve;Rotterdam, Zuid-Holland, Netherlands
Marion Reneau;Talita Bernardo;KO/TKO;Punches;3;4:54;UFC Fight Night: Volkov vs. Struve;Rotterdam, Zuid-Holland, Netherlands
Leon Edwards;Bryan Barberena;U-DEC;;3;5:00;UFC Fight Night: Volkov vs. Struve;Rotterdam, Zuid-Holland, Netherlands
Darren Till;Bojan Velickovic;U-DEC;;3;5:00;UFC Fight Night: Volkov vs. Struve;Rotterdam, Zuid-Holland, Netherlands
Mairbek Taisumov;Felipe Silva;KO/TKO;Punch;1;1:24;UFC Fight Night: Volkov vs. Struve;Rotterdam, Zuid-Holland, Netherlands
Michel Prazeres;Mads Burnell;SUB;North-South Choke;3;1:26;UFC Fight Night: Volkov vs. Struve;Rotterdam, Zuid-Holland, Netherlands
Rustam Khabilov;Desmond Green;U-DEC;;3;5:00;UFC Fight Night: Volkov vs. Struve;Rotterdam, Zuid-Holland, Netherlands
Aleksandar Rakic;Francimar Barroso;U-DEC;;3;5:00;UFC Fight Night: Volkov vs. Struve;Rotterdam, Zuid-Holland, Netherlands
Zabit Magomedsharipov;Mike Santiago;SUB;Rear Naked Choke;2;4:22;UFC Fight Night: Volkov vs. Struve;Rotterdam, Zuid-Holland, Netherlands
Abdul-Kerim Edilov;Bojan Mihajlovic;KO/TKO;Punches;2;2:32;UFC Fight Night: Volkov vs. Struve;Rotterdam, Zuid-Holland, Netherlands
Thibault Gouti;Andrew Holbrook;KO/TKO;Punches;1;4:28;UFC Fight Night: Volkov vs. Struve;Rotterdam, Zuid-Holland, Netherlands
Sergio Pettis;Brandon Moreno;U-DEC;;5;5:00;UFC Fight Night: Pettis vs. Moreno;Mexico City, Distrito Federal, Mexico
Alexa Grasso;Randa Markos;S-DEC;;3;5:00;UFC Fight Night: Pettis vs. Moreno;Mexico City, Distrito Federal, Mexico
Niko Price;Alan Jouban;KO/TKO;Punch;1;1:44;UFC Fight Night: Pettis vs. Moreno;Mexico City, Distrito Federal, Mexico
Humberto Bandenay;Martin Bravo;KO/TKO;Kick;1;0:26;UFC Fight Night: Pettis vs. Moreno;Mexico City, Distrito Federal, Mexico
Sam Alvey;Rashad Evans;S-DEC;;3;5:00;UFC Fight Night: Pettis vs. Moreno;Mexico City, Distrito Federal, Mexico
Alejandro Perez;Andre Soukhamthath;S-DEC;;3;5:00;UFC Fight Night: Pettis vs. Moreno;Mexico City, Distrito Federal, Mexico
Jack Hermansson;Brad Scott;KO/TKO;Punch;1;3:50;UFC Fight Night: Pettis vs. Moreno;Mexico City, Distrito Federal, Mexico
Dustin Ortiz;Hector Sandoval;KO/TKO;Punch;1;0:15;UFC Fight Night: Pettis vs. Moreno;Mexico City, Distrito Federal, Mexico
Rani Yahya;Henry Briones;SUB;Kimura;1;2:01;UFC Fight Night: Pettis vs. Moreno;Mexico City, Distrito Federal, Mexico
Jose Quinonez;Diego Rivas;U-DEC;;3;5:00;UFC Fight Night: Pettis vs. Moreno;Mexico City, Distrito Federal, Mexico
Joseph Morales;Robert Sanchez;SUB;Rear Naked Choke;1;3:56;UFC Fight Night: Pettis vs. Moreno;Mexico City, Distrito Federal, Mexico
Jordan Rinaldi;Alvaro Herrera Mendoza;SUB;Other - Choke;1;2:01;UFC Fight Night: Pettis vs. Moreno;Mexico City, Distrito Federal, Mexico
Daniel Cormier;Jon Jones;Overturned;Kick;3;3:01;UFC 214: Cormier vs. Jones 2;Anaheim, California, USA
Tyron Woodley;Demian Maia;U-DEC;;5;5:00;UFC 214: Cormier vs. Jones 2;Anaheim, California, USA
Cristiane Justino;Tonya Evinger;KO/TKO;Knees;3;1:56;UFC 214: Cormier vs. Jones 2;Anaheim, California, USA
Robbie Lawler;Donald Cerrone;U-DEC;;3;5:00;UFC 214: Cormier vs. Jones 2;Anaheim, California, USA
Volkan Oezdemir;Jimi Manuwa;KO/TKO;Punches;1;0:42;UFC 214: Cormier vs. Jones 2;Anaheim, California, USA
Ricardo Lamas;Jason Knight;KO/TKO;Punches;1;4:34;UFC 214: Cormier vs. Jones 2;Anaheim, California, USA
Aljamain Sterling;Renan Barao;U-DEC;;3;5:00;UFC 214: Cormier vs. Jones 2;Anaheim, California, USA
Brian Ortega;Renato Moicano;SUB;Guillotine Choke;3;2:59;UFC 214: Cormier vs. Jones 2;Anaheim, California, USA
Calvin Kattar;Andre Fili;U-DEC;;3;5:00;UFC 214: Cormier vs. Jones 2;Anaheim, California, USA
Aleksandra Albu;Kailin Curran;U-DEC;;3;5:00;UFC 214: Cormier vs. Jones 2;Anaheim, California, USA
Jarred Brooks;Eric Shelton;S-DEC;;3;5:00;UFC 214: Cormier vs. Jones 2;Anaheim, California, USA
Drew Dober;Joshua Burkman;KO/TKO;Punch;1;3:04;UFC 214: Cormier vs. Jones 2;Anaheim, California, USA
Chris Weidman;Kelvin Gastelum;SUB;Arm Triangle;3;3:45;UFC Fight Night: Weidman vs. Gastelum;Uniondale, New York, USA
Darren Elkins;Dennis Bermudez;S-DEC;;3;5:00;UFC Fight Night: Weidman vs. Gastelum;Uniondale, New York, USA
Patrick Cummins;Gian Villante;S-DEC;;3;5:00;UFC Fight Night: Weidman vs. Gastelum;Uniondale, New York, USA
Jimmie Rivera;Thomas Almeida;U-DEC;;3;5:00;UFC Fight Night: Weidman vs. Gastelum;Uniondale, New York, USA
Elizeu Zaleski dos Santos;Lyman Good;S-DEC;;3;5:00;UFC Fight Night: Weidman vs. Gastelum;Uniondale, New York, USA
Eryk Anders;Rafael Natal;KO/TKO;Punch;1;2:54;UFC Fight Night: Weidman vs. Gastelum;Uniondale, New York, USA
Alex Oliveira;Ryan LaFlare;KO/TKO;Punch;2;1:50;UFC Fight Night: Weidman vs. Gastelum;Uniondale, New York, USA
Chase Sherman;Damian Grabowski;U-DEC;;3;5:00;UFC Fight Night: Weidman vs. Gastelum;Uniondale, New York, USA
Jeremy Kennedy;Kyle Bochniak;U-DEC;;3;5:00;UFC Fight Night: Weidman vs. Gastelum;Uniondale, New York, USA
Marlon Vera;Brian Kelleher;SUB;Armbar;1;2:18;UFC Fight Night: Weidman vs. Gastelum;Uniondale, New York, USA
Junior Albini;Timothy Johnson;KO/TKO;Punch;1;2:51;UFC Fight Night: Weidman vs. Gastelum;Uniondale, New York, USA
Shane Burgos;Godofredo Pepey;U-DEC;;3;5:00;UFC Fight Night: Weidman vs. Gastelum;Uniondale, New York, USA
Chris Wade;Frankie Perez;U-DEC;;3;5:00;UFC Fight Night: Weidman vs. Gastelum;Uniondale, New York, USA
Santiago Ponzinibbio;Gunnar Nelson;KO/TKO;Punches;1;1:22;UFC Fight Night: Nelson vs. Ponzinibbio;Glasgow, Scotland, United Kingdom
Cynthia Calvillo;Joanne Calderwood;U-DEC;;3;5:00;UFC Fight Night: Nelson vs. Ponzinibbio;Glasgow, Scotland, United Kingdom
Paul Felder;Stevie Ray;KO/TKO;Elbow;1;3:57;UFC Fight Night: Nelson vs. Ponzinibbio;Glasgow, Scotland, United Kingdom
Jack Marshman;Ryan Janes;U-DEC;;3;5:00;UFC Fight Night: Nelson vs. Ponzinibbio;Glasgow, Scotland, United Kingdom
Khalil Rountree Jr.;Paul Craig;KO/TKO;Punch;1;4:56;UFC Fight Night: Nelson vs. Ponzinibbio;Glasgow, Scotland, United Kingdom
Justin Willis;James Mulheron;U-DEC;;3;5:00;UFC Fight Night: Nelson vs. Ponzinibbio;Glasgow, Scotland, United Kingdom
Danny Roberts;Bobby Nash;KO/TKO;Punch;2;3:59;UFC Fight Night: Nelson vs. Ponzinibbio;Glasgow, Scotland, United Kingdom
Alexandre Pantoja;Neil Seery;SUB;Rear Naked Choke;3;2:31;UFC Fight Night: Nelson vs. Ponzinibbio;Glasgow, Scotland, United Kingdom
Galore Bofando;Charlie Ward;KO/TKO;Slam;1;2:10;UFC Fight Night: Nelson vs. Ponzinibbio;Glasgow, Scotland, United Kingdom
Danny Henry;Daniel Teymur;U-DEC;;3;5:00;UFC Fight Night: Nelson vs. Ponzinibbio;Glasgow, Scotland, United Kingdom
Brett Johns;Albert Morales;U-DEC;;3;5:00;UFC Fight Night: Nelson vs. Ponzinibbio;Glasgow, Scotland, United Kingdom
Leslie Smith;Amanda Lemos;KO/TKO;Elbows;2;2:53;UFC Fight Night: Nelson vs. Ponzinibbio;Glasgow, Scotland, United Kingdom
Robert Whittaker;Yoel Romero;U-DEC;;5;5:00;UFC 213: Romero vs. Whittaker;Las Vegas, Nevada, USA
Alistair Overeem;Fabricio Werdum;M-DEC;;3;5:00;UFC 213: Romero vs. Whittaker;Las Vegas, Nevada, USA
Curtis Blaydes;Daniel Omielanczuk;U-DEC;;3;5:00;UFC 213: Romero vs. Whittaker;Las Vegas, Nevada, USA
Anthony Pettis;Jim Miller;U-DEC;;3;5:00;UFC 213: Romero vs. Whittaker;Las Vegas, Nevada, USA
Rob Font;Douglas Silva de Andrade;SUB;Guillotine Choke;2;4:36;UFC 213: Romero vs. Whittaker;Las Vegas, Nevada, USA
Aleksei Oleinik;Travis Browne;SUB;Rear Naked Choke;2;3:44;UFC 213: Romero vs. Whittaker;Las Vegas, Nevada, USA
Chad Laprise;Brian Camozzi;KO/TKO;Punch;3;1:27;UFC 213: Romero vs. Whittaker;Las Vegas, Nevada, USA
Thiago Santos;Gerald Meerschaert;KO/TKO;Punches;2;2:04;UFC 213: Romero vs. Whittaker;Las Vegas, Nevada, USA
Belal Muhammad;Jordan Mein;U-DEC;;3;5:00;UFC 213: Romero vs. Whittaker;Las Vegas, Nevada, USA
Cody Stamann;Terrion Ware;U-DEC;;3;5:00;UFC 213: Romero vs. Whittaker;Las Vegas, Nevada, USA
Trevin Giles;James Bochnovic;KO/TKO;Punch;2;2:54;UFC 213: Romero vs. Whittaker;Las Vegas, Nevada, USA
Justin Gaethje;Michael Johnson;KO/TKO;Knees;2;4:48;The Ultimate Fighter: Redemption Finale;Las Vegas, Nevada, USA
Jesse Taylor;Dhiego Lima;SUB;Rear Naked Choke;2;0:43;The Ultimate Fighter: Redemption Finale;Las Vegas, Nevada, USA
Drakkar Klose;Marc Diakiese;S-DEC;;3;5:00;The Ultimate Fighter: Redemption Finale;Las Vegas, Nevada, USA
Jared Cannonier;Nick Roehrick;KO/TKO;Elbows;3;2:08;The Ultimate Fighter: Redemption Finale;Las Vegas, Nevada, USA
Brad Tavares;Elias Theodorou;U-DEC;;3;5:00;The Ultimate Fighter: Redemption Finale;Las Vegas, Nevada, USA
Jordan Johnson;Marcel Fortuna;U-DEC;;3;5:00;The Ultimate Fighter: Redemption Finale;Las Vegas, Nevada, USA
Angela Hill;Ashley Yoder;U-DEC;;3;5:00;The Ultimate Fighter: Redemption Finale;Las Vegas, Nevada, USA
James Krause;Tom Gallicchio;U-DEC;;3;5:00;The Ultimate Fighter: Redemption Finale;Las Vegas, Nevada, USA
CB Dollaway;Ed Herman;U-DEC;;3;5:00;The Ultimate Fighter: Redemption Finale;Las Vegas, Nevada, USA
Tecia Torres;Juliana Lima;SUB;Rear Naked Choke;2;0:53;The Ultimate Fighter: Redemption Finale;Las Vegas, Nevada, USA
Gray Maynard;Teruto Ishihara;U-DEC;;3;5:00;The Ultimate Fighter: Redemption Finale;Las Vegas, Nevada, USA
Kevin Lee;Michael Chiesa;SUB;Rear Naked Choke;1;4:37;UFC Fight Night: Chiesa vs. Lee;Oklahoma City, Oklahoma, USA
Tim Boetsch;Johny Hendricks;KO/TKO;Punches;2;0:46;UFC Fight Night: Chiesa vs. Lee;Oklahoma City, Oklahoma, USA
Felice Herrig;Justine Kish;U-DEC;;3;5:00;UFC Fight Night: Chiesa vs. Lee;Oklahoma City, Oklahoma, USA
Dominick Reyes;Joachim Christensen;KO/TKO;Punches;1;0:29;UFC Fight Night: Chiesa vs. Lee;Oklahoma City, Oklahoma, USA
Tim Means;Alex Garcia;U-DEC;;3;5:00;UFC Fight Night: Chiesa vs. Lee;Oklahoma City, Oklahoma, USA
Dennis Siver;BJ Penn;M-DEC;;3;5:00;UFC Fight Night: Chiesa vs. Lee;Oklahoma City, Oklahoma, USA
Clay Guida;Erik Koch;U-DEC;;3;5:00;UFC Fight Night: Chiesa vs. Lee;Oklahoma City, Oklahoma, USA
Marvin Vettori;Vitor Miranda;U-DEC;;3;5:00;UFC Fight Night: Chiesa vs. Lee;Oklahoma City, Oklahoma, USA
Carla Esparza;Maryna Moroz;U-DEC;;3;5:00;UFC Fight Night: Chiesa vs. Lee;Oklahoma City, Oklahoma, USA
Darrell Horcher;Devin Powell;S-DEC;;3;5:00;UFC Fight Night: Chiesa vs. Lee;Oklahoma City, Oklahoma, USA
Jared Gordon;Michel Quinones;KO/TKO;Punches;2;4:24;UFC Fight Night: Chiesa vs. Lee;Oklahoma City, Oklahoma, USA
Anthony Rocco Martin;Johnny Case;U-DEC;;3;5:00;UFC Fight Night: Chiesa vs. Lee;Oklahoma City, Oklahoma, USA
Jeremy Kimball;Josh Stansbury;KO/TKO;Punches;1;1:21;UFC Fight Night: Chiesa vs. Lee;Oklahoma City, Oklahoma, USA
Holly Holm;Bethe Correia;KO/TKO;Kick;3;1:09;UFC Fight Night: Holm vs. Correia;Kallang, Singapore
Marcin Tybura;Andrei Arlovski;U-DEC;;3;5:00;UFC Fight Night: Holm vs. Correia;Kallang, Singapore
Colby Covington;Dong Hyun Kim;U-DEC;;3;5:00;UFC Fight Night: Holm vs. Correia;Kallang, Singapore
Rafael Dos Anjos;Tarec Saffiedine;U-DEC;;3;5:00;UFC Fight Night: Holm vs. Correia;Kallang, Singapore
Jon Tuck;Takanori Gomi;SUB;Rear Naked Choke;1;1:12;UFC Fight Night: Holm vs. Correia;Kallang, Singapore
Walt Harris;Cyril Asker;KO/TKO;Elbows;1;1:44;UFC Fight Night: Holm vs. Correia;Kallang, Singapore
Alex Caceres;Rolando Dy;KO/TKO;;2;5:00;UFC Fight Night: Holm vs. Correia;Kallang, Singapore
Yuta Sasaki;Justin Scoggins;SUB;Rear Naked Choke;2;3:19;UFC Fight Night: Holm vs. Correia;Kallang, Singapore
Li Jingliang;Frank Camacho;U-DEC;;3;5:00;UFC Fight Night: Holm vs. Correia;Kallang, Singapore
Russell Doane;Kwan Ho Kwak;KO/TKO;Punches;1;4:09;UFC Fight Night: Holm vs. Correia;Kallang, Singapore
Naoki Inoue;Carls John De Tomas;U-DEC;;3;5:00;UFC Fight Night: Holm vs. Correia;Kallang, Singapore
Lucie Pudilova;Ji Yeon Kim;U-DEC;;3;5:00;UFC Fight Night: Holm vs. Correia;Kallang, Singapore
Mark Hunt;Derrick Lewis;KO/TKO;Punches;4;3:51;UFC Fight Night: Lewis vs. Hunt;Auckland, New Zealand
Derek Brunson;Daniel Kelly;KO/TKO;Punch;1;1:16;UFC Fight Night: Lewis vs. Hunt;Auckland, New Zealand
Dan Hooker;Ross Pearson;KO/TKO;Knee;2;3:02;UFC Fight Night: Lewis vs. Hunt;Auckland, New Zealand
Ion Cutelaba;Henrique da Silva;KO/TKO;Punch;1;0:22;UFC Fight Night: Lewis vs. Hunt;Auckland, New Zealand
Ben Nguyen;Tim Elliott;SUB;Rear Naked Choke;1;0:49;UFC Fight Night: Lewis vs. Hunt;Auckland, New Zealand
Alexander Volkanovski;Mizuto Hirota;U-DEC;;3;5:00;UFC Fight Night: Lewis vs. Hunt;Auckland, New Zealand
Vinc Pichel;Damien Brown;KO/TKO;Punch;1;3:37;UFC Fight Night: Lewis vs. Hunt;Auckland, New Zealand
Luke Jumeau;Dominique Steele;U-DEC;;3;5:00;UFC Fight Night: Lewis vs. Hunt;Auckland, New Zealand
John Moraga;Ashkan Mokhtarian;U-DEC;;3;5:00;UFC Fight Night: Lewis vs. Hunt;Auckland, New Zealand
Zak Ottow;Kiichi Kunimoto;S-DEC;;3;5:00;UFC Fight Night: Lewis vs. Hunt;Auckland, New Zealand
JJ Aldrich;Chan-Mi Jeon;U-DEC;;3;5:00;UFC Fight Night: Lewis vs. Hunt;Auckland, New Zealand
Max Holloway;Jose Aldo;KO/TKO;Punches;3;4:13;UFC 212: Aldo vs. Holloway;Rio de Janeiro, Rio de Janeiro, Brazil
Claudia Gadelha;Karolina Kowalkiewicz;SUB;Rear Naked Choke;1;3:03;UFC 212: Aldo vs. Holloway;Rio de Janeiro, Rio de Janeiro, Brazil
Vitor Belfort;Nate Marquardt;U-DEC;;3;5:00;UFC 212: Aldo vs. Holloway;Rio de Janeiro, Rio de Janeiro, Brazil
